ResponseId,Group,Correct,Regret,Female,Age,Educ,Income,Ideology,PID,PID0,PID1,PID2,PID3,Knowledge,Voted,VotedAnaya,VotedObrador,NewVote,ExtEffi,IntEffi,Trust_Media,Satisficer,M1,M2,M3,M,W
R_096mDd6bHocFC0h,Treat2,5,0,0,35,3,5,5,Etc,1,0,0,0,1,1,0,1,0,3,4,1,0,0,0,0,0,4.16821308411215
R_rqJu7MgZHKmrAs1,Treat2,4,0,0,25,5,10,7,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,5,2,0,0,1,0,1,6.549394949494949
R_2PkaVs8Sp8zVF5g,Control,4,0,1,44,3,7,8,Etc,1,0,0,0,3,1,0,1,0,1,5,2,0,0,0,1,1,4.95065380116959
R_1i2RuFeeHr8CwkL,Treat2,5,0,1,35,5,11,3,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,4,3,0,0,1,0,1,4.367588288288288
R_2rlad2yi6QzFm6E,Treat2,3,0,0,30,6,17,5,Etc,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,4.16821308411215
R_30ud1JKh4xtsaAM,Treat2,5,1,0,18,5,7,10,Etc,1,0,0,0,1,0,0,0,3,2,1,5,0,0,1,0,1,6.549394949494949
R_6rG3GOaZhpiBRwR,Treat1,4,0,1,51,4,4,5,Etc,1,0,0,0,1,1,0,0,0,5,1,2,0,0,0,0,0,6.300476699029127
R_1f8GppqkSJ2weeU,Treat2,4,0,1,20,3,2,4,Etc,1,0,0,0,1,1,0,0,0,2,3,4,0,0,0,0,0,6.530403045685278
R_3kB0McHYNWfkc0i,Control,4,1,0,18,4,13,10,Etc,1,0,0,0,1,0,0,0,3,4,4,4,0,0,0,1,1,6.549394949494949
R_3pmSKOBIfQNKOhL,Treat1,5,0,1,47,5,6,5,PAN-PRD-MC,0,1,0,0,1,1,0,0,0,1,5,4,0,0,0,0,0,4.95065380116959
R_C1uV26WJh9htBoR,Treat2,4,0,1,26,5,16,5,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,3,4,4,0,0,1,0,1,6.530403045685278
R_2eRW2AnhmAm4GzY,Control,4,0,0,33,5,6,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,4,0,0,0,1,1,4.16821308411215
R_2dL2hKr9G8FAZgA,Treat1,5,0,1,31,5,14,10,Etc,1,0,0,0,1,1,0,1,0,1,1,5,0,1,0,0,1,4.367588288288288
R_2QE8hLXRokD9G0s,Control,5,0,0,28,5,11,0,Etc,1,0,0,0,1,1,0,1,0,5,5,2,0,0,0,1,1,6.549394949494949
R_2rvdBRwqRfS3V9q,Treat2,5,0,0,25,2,3,3,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,1,0,0,1,0,1,6.549394949494949
R_2Qn8PMh0g6BPqeo,Treat1,3,0,1,32,3,16,5,Etc,1,0,0,0,1,1,0,1,0,4,3,4,0,0,0,0,0,4.367588288288288
R_3hDzUVuPpO07Io3,Control,5,0,0,35,6,20,5,Etc,1,0,0,0,3,1,0,0,0,5,5,3,0,0,0,1,1,4.16821308411215
R_10Sk8e0dv85EbcS,Control,1,1,0,32,5,20,2,MORENA-PT-PES,0,0,0,1,2,0,0,0,3,1,2,1,0,0,0,1,1,4.16821308411215
R_1Do2XNmyjvEtpi7,Treat1,5,0,0,31,5,10,0,MORENA-PT-PES,0,0,0,1,3,1,0,1,0,5,5,1,0,0,0,0,0,4.16821308411215
R_2OJYx4qVyzUXWYj,Treat1,5,0,0,32,2,4,5,Etc,1,0,0,0,2,1,0,0,0,5,5,3,0,1,0,0,1,4.16821308411215
R_3eooo4fpNVYss1P,Control,4,0,0,38,5,6,3,Etc,1,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,1,4.16821308411215
R_1erSueRMOYXYO8q,Treat1,5,0,0,40,2,9,5,MORENA-PT-PES,0,0,0,1,0,1,0,1,0,5,5,5,0,0,0,0,0,4.225684916201117
R_A0zndr9Qu53SG1r,Treat2,5,0,1,27,5,13,5,PRI-PVEM-PNA,0,0,1,0,2,1,0,0,0,4,4,1,0,0,1,0,1,6.530403045685278
R_Y4deb12ULb4afEB,Treat2,4,0,1,23,5,5,5,Etc,1,0,0,0,1,1,0,1,0,2,1,2,0,0,0,0,0,6.530403045685278
R_2WZrQkY7AeTZJ94,Treat1,4,1,0,28,5,6,7,PAN-PRD-MC,0,1,0,0,1,1,0,0,3,3,3,4,0,0,0,0,0,6.549394949494949
R_10Z6u2A7qAbLDpM,Treat1,3,0,0,38,5,11,5,Etc,1,0,0,0,2,0,0,0,0,3,2,2,0,1,0,0,1,4.16821308411215
R_3CDGhQQrvgXVaPh,Treat1,5,0,0,20,3,1,5,Etc,1,0,0,0,1,1,0,0,0,1,4,1,0,0,0,0,0,6.549394949494949
R_XijehGoN2Kfg6HL,Control,5,0,0,38,3,5,0,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,1,5,1,0,0,0,1,1,4.16821308411215
R_1DpONXUHPzSXDSm,Treat2,5,0,0,21,3,6,6,Etc,1,0,0,0,3,0,0,0,0,4,5,2,0,0,1,0,1,6.549394949494949
R_2Ep1Qdu8lNby05n,Control,1,0,0,18,3,9,5,Etc,1,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,1,6.549394949494949
R_27VCUaPr3brtx1U,Control,2,0,1,27,5,3,1,Etc,1,0,0,0,2,1,0,1,0,3,4,3,0,0,0,1,1,6.530403045685278
R_2P4GgrefBXp6ILX,Control,5,1,1,39,5,16,10,PAN-PRD-MC,0,1,0,0,1,1,0,1,2,4,4,5,0,0,0,1,1,4.367588288288288
R_25ToQ9FBjBr2BpH,Control,4,0,1,46,5,12,5,Etc,1,0,0,0,2,1,0,1,0,5,4,4,0,0,0,1,1,4.95065380116959
R_eA1CGO3HOD7x9zX,Control,4,0,0,32,5,5,7,Etc,1,0,0,0,2,1,0,1,0,2,5,2,0,0,0,1,1,4.16821308411215
R_82IuJpCZRWosSyJ,Treat2,5,0,0,37,5,11,8,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,3,0,0,1,0,1,4.16821308411215
R_brNmOzrtdXAZDxf,Control,5,1,0,46,5,2,9,PAN-PRD-MC,0,1,0,0,3,1,0,0,1,5,5,4,0,0,0,1,1,4.225684916201117
R_2YeRuphHLnrUx1s,Treat2,5,0,1,36,5,6,4,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,4,2,0,0,1,0,1,4.367588288288288
R_DNaj3bqn69kP0o9,Treat1,5,0,0,27,5,20,9,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,1,1,5,0,0,0,0,0,6.549394949494949
R_reH9agUYpIxZitH,Treat2,4,0,0,34,4,10,5,MORENA-PT-PES,0,0,0,1,2,1,0,1,0,4,5,1,0,0,0,0,0,4.16821308411215
R_1hDQVvYVwOLIVB0,Treat2,5,0,0,33,5,14,5,Etc,1,0,0,0,3,1,0,1,0,4,1,1,0,0,0,0,0,4.16821308411215
R_28AslKuHegyxaZg,Treat2,5,0,0,24,5,10,5,Etc,1,0,0,0,1,1,0,1,0,4,4,3,0,0,0,0,0,6.549394949494949
R_31avJTbybmEK5bT,Treat1,4,0,0,24,5,6,3,MORENA-PT-PES,0,0,0,1,1,1,0,1,0,4,5,4,0,0,0,0,0,6.549394949494949
R_1Cw2WFZgumGIoye,Control,4,1,0,47,7,18,5,Etc,1,0,0,0,1,1,0,1,2,5,5,4,0,0,0,1,1,4.225684916201117
R_1NtagmRKctV7Yrl,Control,2,1,1,24,3,2,5,Etc,1,0,0,0,1,1,0,1,1,4,4,3,0,0,0,1,1,6.530403045685278
R_22VyaMYK1hKrrad,Treat2,5,0,1,36,6,6,6,Etc,1,0,0,0,1,1,0,0,0,3,4,4,0,0,1,0,1,4.367588288288288
R_3NQjbkvRuIpLO2p,Treat2,4,0,1,39,7,12,10,Etc,1,0,0,0,3,1,0,1,0,1,1,4,0,0,1,0,1,4.367588288288288
